@relation whatever

@attribute light numeric
@attribute sound numeric
@attribute movement numeric
@attribute locked {0,1}
@attribute charging {0,1}
@attribute state {0,1}


@data
0 , 348 , 0.0872955 , 1 , 0 , 0 
0 , 3374 , 44.6142 , 1 , 0 , 0 
80 , 10902 , 1.26608 , 0 , 0 , 0 
75 , 3465 , 2.29317 , 0 , 0 , 0 
2 , 4242 , 41.3059 , 0 , 0 , 0 
0 , 23997 , 10024 , 1 , 0 , 0 
0 , 3249 , 41.4123 , 1 , 0 , 0 
0 , 10648 , 57294 , 1 , 0 , 0 
0 , 3603 , 66.6791 , 1 , 0 , 0 
0 , 1398 , 2.28358 , 1 , 0 , 0 
3 , 837 , 1.36069 , 1 , 1 , 0 
3 , 823 , 1.41241 , 1 , 1 , 0 
3 , 3691 , 1.59618 , 1 , 1 , 0 
3 , 236 , 2077 , 1 , 1 , 0 
3 , 682 , 1.6937 , 1 , 1 , 0 
3 , 1849 , 2.32987 , 1 , 1 , 0 
3 , 1147 , 1.97992 , 1 , 1 , 0 
3 , 669 , 1.96216 , 1 , 1 , 0 
3 , 840 , 2.03395 , 1 , 1 , 0 
3 , 715 , 1.98227 , 1 , 1 , 0 
3 , 656 , 2.09998 , 1 , 1 , 0 
3 , 696 , 1.67731 , 1 , 1 , 0 
3 , 3329 , 2.00352 , 1 , 1 , 0 
3 , 483 , 1.58343 , 1 , 1 , 0 
3 , 1608 , 1.9662 , 1 , 1 , 0 
3 , 902 , 1.95206 , 1 , 1 , 0 
0 , 10403 , 0.432655 , 1 , 1 , 0 
0 , 11554 , 0.522873 , 1 , 1 , 0 
0 , 9915 , 0.75248 , 1 , 1 , 0 
41 , 9608 , 0.789314 , 1 , 1 , 0 
40 , 19862 , 0.234627 , 1 , 1 , 0 
0 , 15209 , 0.37838 , 1 , 0 , 0 
0 , 6203 , 8.69102 , 1 , 0 , 0 
0 , 5339 , 0.2258 , 1 , 0 , 0 
0 , 505 , 1.24475 , 1 , 0 , 0 
25 , 16548 , 6.99408 , 1 , 0 , 0 
0 , 4176 , 23.2285 , 1 , 0 , 0 
0 , 12587 , 2.15913 , 1 , 0 , 0 
0 , 3640 , 18.1034 , 1 , 0 , 0 
0 , 744 , 2.10899 , 1 , 0 , 0 
0 , 40 , 0.765266 , 1 , 1 , 0 
0 , 58 , 0.988068 , 1 , 1 , 0 
0 , 58 , 0.557381 , 1 , 1 , 0 
0 , 50 , 0.360947 , 1 , 1 , 0 
0 , 40 , 0.630508 , 1 , 1 , 0 
0 , 58 , 0.462891 , 1 , 1 , 0 
0 , 86 , 0.0969543 , 1 , 1 , 0 
0 , 50 , 0.545059 , 1 , 1 , 0 
0 , 50 , 0.62291 , 1 , 1 , 0 
0 , 40 , 0.497009 , 1 , 1 , 0 
13 , 40 , 2.86433 , 0 , 0 , 0 
0 , 2829 , 12.4036 , 1 , 0 , 0 
1 , 525 , 12.5563 , 0 , 0 , 0 
70 , 9911 , 1.26895 , 0 , 0 , 0 
0 , 3924 , 1.92347 , 1 , 0 , 0 
0 , 16900 , 0.644913 , 1 , 0 , 0 
0 , 17438 , 4.45487 , 1 , 0 , 0 
48 , 6788 , 1.04747 , 1 , 0 , 0 
48 , 21382 , 1.50196 , 1 , 0 , 0 
45 , 17328 , 1.50069 , 1 , 0 , 0 
2 , 14238 , 1.00757 , 1 , 0 , 0 
0 , 5397 , 15.6233 , 1 , 0 , 0 
0 , 4885 , 102468 , 1 , 0 , 0 
1 , 3957 , 22646 , 1 , 0 , 0 
0 , 5106 , 0.0441589 , 1 , 0 , 0 
0 , 6563 , 0.230736 , 1 , 0 , 0 
0 , 7060 , 0.202789 , 1 , 0 , 0 
0 , 14487 , 2.17152 , 1 , 0 , 0 
0 , 17804 , 0.17878 , 1 , 0 , 0 
0 , 9779 , 2.62003 , 1 , 0 , 0 
0 , 17443 , 4.18471 , 1 , 0 , 0 
0 , 17908 , 0.116005 , 1 , 0 , 0 
0 , 12240 , 4.07735 , 1 , 0 , 0 
0 , 26609 , 0.0780335 , 1 , 0 , 0 
0 , 15716 , 6.72653 , 1 , 0 , 0 
0 , 31892 , 0.013504 , 1 , 0 , 0 
0 , 30306 , 6.50304 , 1 , 0 , 0 
0 , 14035 , 1.56962 , 1 , 0 , 0 
0 , 14829 , 0.112473 , 1 , 0 , 0 
0 , 17174 , 0.536591 , 1 , 0 , 0 
2 , 23566 , 1.35448 , 1 , 0 , 0 
0 , 18616 , 0.422585 , 1 , 0 , 0 
0 , 8160 , 1.81133 , 1 , 0 , 0 
0 , 26185 , 0.602409 , 1 , 0 , 0 
0 , 22283 , 0.330299 , 1 , 0 , 0 
0 , 20981 , 21.7896 , 1 , 0 , 0 
0 , 23014 , 2.27248 , 1 , 0 , 0 
0 , 6890 , 0.313065 , 1 , 0 , 0 
0 , 23193 , 2.28783 , 1 , 0 , 0 
0 , 13750 , 2.24376 , 1 , 0 , 0 
0 , 14914 , 0.146233 , 1 , 0 , 0 
0 , 16492 , 0.641762 , 1 , 0 , 0 
0 , 17091 , 0.186508 , 1 , 0 , 0 
0 , 6435 , 1.51846 , 1 , 0 , 0 
0 , 14641 , 0.277214 , 1 , 0 , 0 
0 , 21064 , 0.366653 , 1 , 0 , 0 
0 , 9518 , 0.416412 , 1 , 0 , 0 
0 , 4061 , 1.47108 , 1 , 0 , 0 
0 , 4387 , 0.405945 , 1 , 0 , 0 
0 , 1142 , 37.5274 , 1 , 0 , 0 
0 , 98 , 49.8475 , 1 , 0 , 0 
0 , 128 , 2.40922 , 1 , 0 , 0 
20 , 216 , 5.45132 , 0 , 0 , 0 
0 , 48 , 1.49763 , 1 , 0 , 0 
77 , 40 , 1.06027 , 1 , 1 , 0 
76 , 30 , 0.718323 , 1 , 1 , 0 
8 , 40 , 1.58443 , 0 , 1 , 0 
49 , 182 , 0.838654 , 1 , 1 , 1 
0 , 60 , 0.727852 , 1 , 1 , 1 
0 , 85 , 4.86041 , 1 , 0 , 1 
0 , 30 , 0.789368 , 1 , 1 , 1 
0 , 40 , 0.929192 , 1 , 1 , 1 
0 , 40 , 0.897263 , 1 , 1 , 1 
0 , 40 , 0.8125 , 1 , 1 , 1 
0 , 48 , 0.82193 , 1 , 1 , 1 
0 , 30 , 0.98217 , 1 , 1 , 1 
0 , 30 , 0.977631 , 1 , 1 , 1 
0 , 50 , 0.545288 , 1 , 1 , 1 
0 , 40 , 1.09549 , 1 , 1 , 1 
0 , 30 , 1.00462 , 1 , 1 , 1 
0 , 30 , 0.809555 , 1 , 1 , 1 
0 , 30 , 0.989433 , 1 , 1 , 1 
0 , 48 , 0.646095 , 1 , 1 , 1 
0 , 50 , 0.981331 , 1 , 1 , 1 
0 , 78 , 1.07679 , 1 , 1 , 1 
0 , 40 , 1.22983 , 1 , 1 , 1 
0 , 40 , 0.692932 , 1 , 1 , 1 
0 , 50 , 1.07396 , 1 , 1 , 1 
0 , 167 , 1.14561 , 1 , 1 , 1 
0 , 30 , 0.825844 , 1 , 1 , 1 
0 , 40 , 1.11204 , 1 , 1 , 1 
0 , 50 , 1.13676 , 1 , 1 , 1 
0 , 30 , 0.880638 , 1 , 1 , 1 
0 , 40 , 1.06325 , 1 , 1 , 1 
0 , 40 , 1.05193 , 1 , 1 , 1 
0 , 40 , 0.812012 , 1 , 1 , 1 
0 , 48 , 1.34647 , 1 , 1 , 1 
0 , 101 , 1.08578 , 1 , 1 , 1 
0 , 40 , 1.3223 , 1 , 1 , 1 
0 , 48 , 1.02619 , 1 , 1 , 1 
0 , 48 , 0.953094 , 1 , 1 , 1 
0 , 50 , 0.804443 , 1 , 1 , 1 
0 , 50 , 0.988327 , 1 , 1 , 1 
0 , 78 , 1.22945 , 1 , 1 , 1 
0 , 40 , 0.931129 , 1 , 1 , 1 
0 , 68 , 1.07295 , 1 , 1 , 1 
0 , 58 , 1.2207 , 1 , 1 , 1 
0 , 50 , 0.910782 , 1 , 1 , 1 
0 , 68 , 0.993477 , 1 , 1 , 1 
0 , 58 , 1.13576 , 1 , 1 , 1 
0 , 88 , 0.988518 , 1 , 1 , 1 
0 , 78 , 0.885124 , 1 , 1 , 1 
0 , 116 , 1.15874 , 1 , 1 , 1 
0 , 88 , 0.826851 , 1 , 1 , 1 
0 , 68 , 0.964752 , 1 , 1 , 1 
0 , 60 , 1.00946 , 1 , 1 , 1 
0 , 111 , 1.02518 , 1 , 1 , 1 
1 , 78 , 1.10007 , 1 , 1 , 1 
1 , 86 , 1.09718 , 1 , 1 , 1 
1 , 73 , 0.891731 , 1 , 1 , 1 
1 , 78 , 1.30337 , 1 , 1 , 1 
1 , 68 , 0.941864 , 1 , 1 , 1 
1 , 68 , 1.07723 , 1 , 1 , 1 
2 , 98 , 1.10837 , 1 , 1 , 1 
2 , 88 , 0.791092 , 1 , 1 , 1 
1 , 106 , 1.23038 , 1 , 1 , 1 
1 , 96 , 1.33139 , 1 , 1 , 1 
3 , 134 , 0.965126 , 1 , 1 , 1 
3 , 645 , 1.06276 , 1 , 1 , 1 
3 , 68 , 1.22203 , 1 , 1 , 1 
3 , 158 , 0.966553 , 1 , 1 , 1 
3 , 98 , 0.969818 , 1 , 1 , 1 
3 , 187 , 0.954262 , 1 , 1 , 1 
3 , 78 , 1.14841 , 1 , 1 , 1 
3 , 144 , 1.48331 , 1 , 1 , 1 
3 , 68 , 0.80883 , 1 , 1 , 1 
3 , 78 , 1.00362 , 1 , 1 , 1 
3 , 96 , 1.05221 , 1 , 1 , 1 
3 , 78 , 1.11369 , 1 , 1 , 1 
3 , 40 , 1.03706 , 1 , 1 , 1 
3 , 58 , 1.02798 , 1 , 1 , 1 
3 , 58 , 0.905586 , 1 , 1 , 1 
3 , 78 , 1.11346 , 1 , 1 , 1 
4 , 108 , 0.802574 , 1 , 1 , 1 
5 , 78 , 0.966186 , 1 , 1 , 1 
5 , 58 , 0.836693 , 1 , 1 , 1 
5 , 228 , 0.765457 , 1 , 1 , 1 
5 , 108 , 0.969543 , 1 , 1 , 1 
7 , 98 , 0.901337 , 1 , 1 , 1 
7 , 68 , 0.922653 , 1 , 1 , 1 
7 , 58 , 0.366959 , 1 , 1 , 1 
7 , 78 , 0.529556 , 1 , 1 , 1 
5 , 88 , 0.734001 , 1 , 1 , 1 
6 , 88 , 1.06641 , 1 , 1 , 1 
5 , 58 , 1.04565 , 1 , 1 , 1 
5 , 106 , 0.863129 , 1 , 1 , 1 
5 , 156 , 0.897186 , 1 , 1 , 1 
5 , 68 , 1.26886 , 1 , 1 , 1 
5 , 58 , 0.84362 , 1 , 1 , 1 
5 , 78 , 0.828415 , 1 , 1 , 1 
4 , 68 , 1.11108 , 1 , 1 , 1 
5 , 40 , 1.33161 , 1 , 1 , 1 
5 , 58 , 1.24681 , 1 , 1 , 1 
7 , 50 , 0.863998 , 1 , 1 , 1 
8 , 88 , 0.803741 , 1 , 1 , 1 
10 , 58 , 1.33282 , 1 , 1 , 1 
12 , 274 , 1.14072 , 1 , 1 , 1 
14 , 58 , 1.03188 , 1 , 1 , 1 
14 , 58 , 1.2289 , 1 , 1 , 1 
8 , 116 , 0.64077 , 1 , 0 , 0 
8 , 58 , 1.31627 , 1 , 0 , 0 
10 , 70 , 1.11772 , 1 , 0 , 0 
81 , 132 , 1.15487 , 0 , 0 , 0 
87 , 162 , 1.43416 , 1 , 0 , 0 
46 , 263 , 0.524437 , 0 , 0 , 0 
90 , 261 , 1.56276 , 0 , 0 , 0 
95 , 340 , 1.3884 , 1 , 0 , 0 
108 , 468 , 1.32961 , 1 , 0 , 0 
97 , 486 , 1.29169 , 1 , 0 , 0 
104 , 457 , 1.87203 , 1 , 0 , 0 
55 , 4924 , 1.50861 , 1 , 0 , 0 
88 , 963 , 1.77387 , 1 , 0 , 0 
89 , 7014 , 1.96925 , 1 , 0 , 0 
90 , 3453 , 1.63499 , 1 , 0 , 0 
77 , 782 , 1.85766 , 1 , 0 , 0 
75 , 941 , 1.90692 , 1 , 0 , 0 
68 , 883 , 1.59855 , 1 , 0 , 0 
68 , 413 , 1.68434 , 1 , 0 , 0 
72 , 1173 , 1.88862 , 1 , 0 , 0 
20 , 404 , 0.429306 , 0 , 0 , 0 
28 , 141 , 1.44823 , 0 , 0 , 0 
0 , 108 , 2.30667 , 1 , 0 , 0 
0 , 1094 , 1.06991 , 1 , 0 , 0 
0 , 485 , 0.0103912 , 1 , 0 , 0 
0 , 6314 , 0.368179 , 1 , 0 , 0 
0 , 7022 , 18.1425 , 1 , 0 , 0 
595 , 11787 , 1.11925 , 0 , 0 , 0 
0 , 3627 , 6.2894 , 1 , 0 , 0 
304 , 1808 , 3.85472 , 0 , 0 , 0 
203 , 6398 , 0.271454 , 0 , 0 , 0 
1175 , 6830 , 7.05816 , 0 , 0 , 0 
0 , 3491 , 6.7693 , 1 , 0 , 0 
0 , 1177 , 5.00053 , 0 , 0 , 0 
0 , 7602 , 1.51756 , 1 , 0 , 0 
0 , 2908 , 0.602417 , 1 , 0 , 0 
0 , 2078 , 1.43022 , 1 , 0 , 0 
0 , 1048 , 1.06473 , 1 , 0 , 0 
240 , 2161 , 1.23265 , 1 , 0 , 0 
236 , 2405 , 1.35857 , 1 , 0 , 0 
237 , 1007 , 1.31059 , 1 , 0 , 0 
236 , 1709 , 1.05295 , 0 , 0 , 0 
211 , 1270 , 1.2153 , 1 , 0 , 0 
219 , 4677 , 1.7126 , 1 , 0 , 0 
217 , 2978 , 1.68376 , 1 , 0 , 0 
220 , 3533 , 1.01393 , 1 , 0 , 0 
218 , 906 , 1.23653 , 1 , 0 , 0 
219 , 2619 , 1.15476 , 1 , 0 , 0 
218 , 1735 , 1.72412 , 1 , 0 , 0 
218 , 27791 , 2.13821 , 1 , 0 , 0 
217 , 695 , 1.6623 , 1 , 0 , 0 
216 , 632 , 0.133057 , 1 , 0 , 0 
213 , 1175 , 1.53978 , 1 , 0 , 0 
215 , 2191 , 1.59871 , 1 , 0 , 0 
211 , 1562 , 1.67708 , 1 , 0 , 0 
216 , 1278 , 1.40771 , 1 , 0 , 0 
218 , 1495 , 1.33797 , 1 , 0 , 0 
217 , 1414 , 1.44452 , 1 , 0 , 0 
220 , 1456 , 2.08403 , 1 , 0 , 0 
214 , 898 , 1.54083 , 1 , 0 , 0 
215 , 2720 , 1.39539 , 1 , 0 , 0 
216 , 1188 , 3.09833 , 1 , 0 , 0 
216 , 760 , 1.59268 , 1 , 0 , 0 
216 , 1191 , 1.43177 , 1 , 0 , 0 
173 , 1691 , 2.7452 , 0 , 0 , 0 
0 , 2672 , 1.28415 , 1 , 0 , 0 
201 , 2080 , 1.4328 , 1 , 0 , 0 
225 , 1100 , 1.55254 , 1 , 0 , 0 
227 , 4672 , 1.4983 , 1 , 0 , 0 
225 , 505 , 1.6048 , 1 , 0 , 0 
228 , 1524 , 1.87916 , 1 , 0 , 0 
227 , 1438 , 1.50993 , 1 , 0 , 0 
212 , 1000 , 1.40923 , 1 , 0 , 0 
0 , 2401 , 0.699936 , 1 , 0 , 0 
154 , 1905 , 33.8701 , 1 , 0 , 0 
0 , 88 , 76.2064 , 1 , 0 , 0 
8 , 70 , 13.7589 , 0 , 0 , 0 
10 , 98 , 1.72252 , 0 , 0 , 0 
17 , 70 , 0.713821 , 0 , 0 , 0 
0 , 1342 , 2.01418 , 0 , 0 , 0 
0 , 7269 , 37.2542 , 0 , 0 , 0 
5 , 86 , 0.837135 , 0 , 1 , 0 
0 , 116 , 0.793625 , 1 , 1 , 0 
0 , 88 , 0.762268 , 1 , 1 , 0 
5 , 3595 , 0.289391 , 1 , 1 , 0 
5 , 6247 , 0.56665 , 1 , 0 , 0 
6 , 2871 , 0.93103 , 1 , 0 , 0 
6 , 6372 , 1.3155 , 1 , 0 , 0 
0 , 3396 , 2.28203 , 1 , 0 , 0 
0 , 2246 , 35.0504 , 1 , 0 , 0 
53 , 10169 , 1.03364 , 0 , 0 , 0 
0 , 2605 , 8.32317 , 1 , 0 , 0 
16 , 864 , 13.1296 , 0 , 0 , 0 
0 , 88 , 140037 , 1 , 0 , 0 
2 , 28362 , 0.760078 , 0 , 0 , 0 
2 , 15821 , 1.31478 , 1 , 0 , 0 
0 , 1989 , 14.2273 , 1 , 0 , 0 
68 , 1124 , 1.12588 , 0 , 0 , 0 
0 , 8470 , 59.1954 , 1 , 0 , 0 
0 , 550 , 0.0409088 , 1 , 0 , 0 
14 , 10096 , 2.84551 , 0 , 0 , 0 
21 , 25809 , 1.14157 , 1 , 0 , 0 
19 , 27353 , 1.2143 , 1 , 0 , 0 
20 , 4928 , 1.52219 , 1 , 0 , 0 
18 , 18741 , 0.783218 , 1 , 0 , 0 
0 , 2406 , 13.4538 , 1 , 0 , 0 
3 , 14929 , 1.16069 , 1 , 0 , 0 
3 , 24427 , 1.50963 , 1 , 0 , 0 
12 , 5818 , 1.50331 , 1 , 0 , 0 
8 , 6908 , 1.25509 , 1 , 0 , 0 
17 , 6072 , 1.05316 , 1 , 0 , 0 
11 , 13844 , 0.985451 , 1 , 0 , 0 
9 , 11885 , 1.66261 , 1 , 0 , 0 
17 , 14873 , 1.51314 , 0 , 0 , 0 
24 , 12784 , 10.0704 , 0 , 0 , 0 
13 , 18808 , 1.74212 , 0 , 0 , 0 
16 , 8313 , 1.10852 , 1 , 0 , 0 
5 , 25865 , 1.26932 , 1 , 0 , 0 
15 , 4882 , 1.44837 , 1 , 0 , 0 
15 , 12827 , 0.555992 , 1 , 0 , 0 
0 , 10170 , 1.28609 , 1 , 0 , 0 
0 , 6532 , 1.25031 , 1 , 0 , 0 
0 , 26682 , 10.1652 , 1 , 0 , 0 
16 , 7478 , 1.07042 , 1 , 0 , 0 
12 , 8299 , 0.390175 , 0 , 0 , 0 
11 , 10673 , 8.27326 , 1 , 0 , 0 
9 , 3240 , 4.20174 , 0 , 0 , 0 
15 , 4992 , 0.945435 , 1 , 0 , 0 
0 , 8438 , 0.0979843 , 1 , 0 , 0 
0 , 4579 , 33.1635 , 1 , 0 , 0 
0 , 2752 , 34.7607 , 1 , 0 , 0 
0 , 8867 , 17.9886 , 1 , 0 , 0 
0 , 10674 , 50.6229 , 1 , 0 , 0 
0 , 12158 , 4.28524 , 1 , 0 , 0 
0 , 5130 , 40.0526 , 1 , 0 , 0 
0 , 30262 , 10.4533 , 1 , 0 , 0 
0 , 22225 , 8.86311 , 1 , 0 , 0 
0 , 1218 , 13.1398 , 0 , 0 , 0 
0 , 10971 , 2.81515 , 1 , 0 , 0 
2 , 3965 , 4.02341 , 1 , 0 , 0 
0 , 17630 , 14.7304 , 1 , 0 , 0 
0 , 17372 , 11.2363 , 1 , 0 , 0 
0 , 20377 , 1.0957 , 1 , 0 , 0 
0 , 12618 , 1.13095 , 1 , 0 , 0 
0 , 3264 , 4.54563 , 0 , 0 , 0 
0 , 947 , 0.0249023 , 1 , 0 , 0 
0 , 2928 , 2558 , 0 , 0 , 0 
0 , 934 , 113364 , 0 , 0 , 0 
0 , 25142 , 23.1874 , 1 , 0 , 0 
0 , 1500 , 18.0426 , 1 , 0 , 0 
0 , 3203 , 8.70215 , 1 , 1 , 0 
0 , 3008 , 46.7382 , 1 , 1 , 0 
0 , 10670 , 8.5376 , 1 , 1 , 0 
6 , 140 , 1.06143 , 0 , 1 , 0 
6 , 50 , 1.08116 , 1 , 1 , 0 
4 , 48 , 0.828934 , 1 , 1 , 0 
6 , 40 , 1.07214 , 1 , 1 , 0 
4 , 40 , 0.898857 , 1 , 1 , 0 
6 , 50 , 0.431961 , 1 , 1 , 0 
6 , 50 , 0.574455 , 1 , 1 , 0 
6 , 60 , 0.704971 , 1 , 1 , 0 
6 , 48 , 0.521599 , 1 , 1 , 0 
1 , 435 , 0.260086 , 0 , 0 , 0 
2 , 5230 , 0.170403 , 0 , 0 , 0 
1 , 2301 , 0.236687 , 0 , 0 , 0 
0 , 9757 , 0.578957 , 0 , 0 , 0 
1 , 881 , 0.239723 , 0 , 0 , 0 
0 , 189 , 0.438118 , 1 , 1 , 1 
0 , 58 , 0.494644 , 1 , 1 , 1 
0 , 40 , 0.305069 , 1 , 1 , 1 
0 , 50 , 0.0314636 , 1 , 1 , 1 
0 , 30 , 0.20771 , 1 , 1 , 1 
0 , 50 , 0.408401 , 1 , 1 , 1 
0 , 30 , 0.32724 , 1 , 1 , 1 
0 , 40 , 0.613495 , 1 , 1 , 1 
0 , 30 , 0.253769 , 1 , 1 , 1 
0 , 40 , 0.127159 , 1 , 1 , 1 
0 , 40 , 0.184219 , 1 , 1 , 1 
0 , 30 , 0.218773 , 1 , 1 , 1 
0 , 40 , 0.439964 , 1 , 1 , 1 
0 , 40 , 0.708664 , 1 , 1 , 1 
0 , 30 , 0.952538 , 1 , 1 , 1 
0 , 40 , 0.77356 , 1 , 1 , 1 
0 , 30 , 0.975586 , 1 , 1 , 1 
0 , 50 , 0.758423 , 1 , 1 , 1 
0 , 50 , 1.16928 , 1 , 1 , 1 
0 , 30 , 0.760818 , 1 , 1 , 1 
0 , 70 , 0.999535 , 1 , 1 , 1 
0 , 88 , 1.09668 , 1 , 1 , 1 
0 , 40 , 1.09814 , 1 , 1 , 1 
0 , 30 , 1.1303 , 1 , 1 , 1 
0 , 50 , 1.09715 , 1 , 1 , 1 
0 , 42 , 2.40709 , 1 , 1 , 1 
0 , 58 , 1.27045 , 1 , 0 , 1 
0 , 68 , 1.12956 , 1 , 0 , 1 
0 , 58 , 1.46344 , 1 , 0 , 1 
0 , 88 , 1.10551 , 1 , 0 , 1 
0 , 68 , 1.17654 , 1 , 0 , 1 
0 , 40 , 1.2961 , 1 , 0 , 1 
0 , 40 , 1.26143 , 1 , 0 , 1 
0 , 40 , 0.86393 , 1 , 0 , 1 
0 , 58 , 1.35964 , 1 , 0 , 1 
0 , 40 , 1.0669 , 1 , 0 , 1 
0 , 108 , 1.40312 , 1 , 0 , 1 
0 , 78 , 1.21372 , 1 , 0 , 1 
0 , 30 , 1.01094 , 1 , 0 , 1 
0 , 68 , 1.20176 , 1 , 0 , 1 
0 , 48 , 1.15597 , 1 , 0 , 1 
0 , 100 , 0.246094 , 1 , 0 , 1 
1 , 68 , 1.16125 , 1 , 0 , 1 
1 , 68 , 1.59336 , 1 , 0 , 1 
1 , 50 , 1.63075 , 1 , 0 , 1 
1 , 78 , 1.65825 , 1 , 0 , 1 
1 , 58 , 1.78723 , 1 , 0 , 1 
1 , 58 , 1.57265 , 1 , 0 , 1 
1 , 116 , 1.68019 , 1 , 0 , 1 
1 , 68 , 1.85944 , 1 , 0 , 1 
1 , 121 , 1.60902 , 1 , 0 , 1 
1 , 68 , 1.63643 , 1 , 0 , 1 
1 , 50 , 1.8486 , 1 , 0 , 1 
1 , 78 , 1.76387 , 1 , 0 , 1 
1 , 68 , 1.71963 , 1 , 0 , 1 
1 , 116 , 1.64857 , 1 , 0 , 1 
1 , 88 , 1.9114 , 1 , 0 , 1 
1 , 50 , 1.64476 , 1 , 0 , 1 
1 , 106 , 2.02086 , 1 , 0 , 1 
1 , 50 , 2.0777 , 1 , 0 , 1 
1 , 40 , 1.86186 , 1 , 0 , 1 
3 , 126 , 2.09024 , 1 , 0 , 1 
3 , 58 , 1.78772 , 1 , 0 , 1 
3 , 98 , 1.64774 , 1 , 0 , 1 
3 , 88 , 1.86349 , 1 , 0 , 1 
3 , 58 , 1.77888 , 1 , 0 , 1 
3 , 68 , 2.01659 , 1 , 0 , 1 
3 , 428 , 1.64409 , 1 , 0 , 1 
0 , 1077 , 0.261948 , 0 , 0 , 1 
1 , 22019 , 1.52438 , 0 , 0 , 1 
42 , 15911 , 1.57962 , 0 , 0 , 1 
31 , 15456 , 0.122711 , 0 , 0 , 1 
1 , 208 , 1.21089 , 0 , 0 , 1 
1 , 5945 , 0.6045 , 0 , 0 , 0 
1 , 32767 , 0.194611 , 0 , 0 , 0 
1 , 467 , 0.776535 , 0 , 0 , 0 
4 , 14393 , 1.24904 , 0 , 0 , 0 
9 , 130 , 0.813675 , 0 , 0 , 0 
1 , 104 , 2.14432 , 0 , 0 , 0 
1 , 25676 , 0.363853 , 0 , 0 , 0 
2 , 4424 , 0.130035 , 0 , 0 , 0 
1 , 22174 , 0.00853729 , 0 , 0 , 0 
0 , 16777 , 0.0538788 , 0 , 0 , 0 
1 , 8141 , 0.377525 , 0 , 0 , 0 
1 , 2998 , 1.58938 , 0 , 0 , 0 
3 , 19557 , 1.20819 , 0 , 0 , 0 
3 , 25493 , 1.61415 , 0 , 0 , 0 
15 , 3124 , 0.312706 , 0 , 0 , 0 
14 , 18241 , 0.18605 , 0 , 0 , 0 
9 , 5109 , 0.0659943 , 0 , 0 , 0 
3 , 13091 , 0.275932 , 0 , 0 , 0 
8 , 15213 , 0.334969 , 0 , 0 , 0 
7 , 23643 , 0.0833588 , 0 , 0 , 0 
10 , 6559 , 10.9029 , 0 , 0 , 0 
10 , 24429 , 0.377586 , 0 , 0 , 0 
1 , 13325 , 1.32693 , 0 , 0 , 0 
1 , 14924 , 0.932884 , 0 , 0 , 0 
1 , 3524 , 1.20109 , 0 , 0 , 0 
1 , 8777 , 1.1519 , 0 , 0 , 0 
1 , 5285 , 4.05942 , 0 , 0 , 0 
0 , 2307 , 0.685608 , 0 , 0 , 0 
1 , 9046 , 1.59302 , 0 , 0 , 0 
1 , 29349 , 25.9007 , 0 , 0 , 0 
1 , 3219 , 0.376221 , 0 , 0 , 0 
3 , 106 , 0.185165 , 1 , 1 , 0 
5 , 58 , 0.482544 , 1 , 1 , 0 
1 , 88 , 0.523567 , 1 , 1 , 0 
89 , 1269 , 1.16563 , 1 , 0 , 0 
20 , 23953 , 2.8499 , 0 , 0 , 0 
34 , 5431 , 0.422478 , 0 , 0 , 0 
23 , 28514 , 0.140694 , 0 , 0 , 0 
24 , 15935 , 0.389717 , 0 , 0 , 0 
30 , 14108 , 0.402863 , 0 , 0 , 0 
14 , 26168 , 0.744026 , 0 , 0 , 0 
28 , 28306 , 0.455444 , 0 , 0 , 0 
1 , 0 , 3.39302 , 0 , 0 , 0 
30 , 30790 , 0.472984 , 0 , 0 , 0 
186 , 26238 , 0.21788 , 0 , 0 , 0 
26 , 27582 , 0.431046 , 0 , 0 , 0 
51 , 20640 , 1.65344 , 0 , 0 , 0 
5 , 17661 , 17.7329 , 0 , 0 , 0 
1 , 13633 , 1.06203 , 0 , 1 , 0 
1 , 28889 , 0.772613 , 0 , 1 , 0 
10 , 29144 , 1.18481 , 0 , 0 , 0 
18 , 6322 , 0.0529785 , 0 , 0 , 0 
6 , 29321 , 1.42965 , 0 , 0 , 0 
8 , 225 , 1.12358 , 1 , 1 , 0 
11 , 331 , 1.80402 , 1 , 1 , 0 
10 , 134 , 1.44232 , 0 , 1 , 0 
1 , 560 , 1.41479 , 1 , 0 , 0 
1 , 8405 , 0.0546417 , 1 , 0 , 0 
476 , 2738 , 0.527153 , 0 , 0 , 0 
113 , 4340 , 16.2539 , 0 , 0 , 0 
111 , 17334 , 18.7321 , 0 , 0 , 0 
0 , 2104 , 62343 , 1 , 0 , 0 
0 , 3294 , 1.68964 , 1 , 0 , 0 
132 , 17209 , 25.8903 , 1 , 0 , 0 
250 , 19677 , 4.24359 , 1 , 0 , 0 
408 , 17525 , 3.93738 , 1 , 0 , 0 
0 , 2251 , 1.36936 , 1 , 0 , 0 
110 , 871 , 0.98642 , 1 , 1 , 0 
110 , 1501 , 0.754929 , 1 , 1 , 0 
144 , 3843 , 0.997009 , 1 , 1 , 0 
143 , 5503 , 1.18628 , 1 , 1 , 0 
142 , 10258 , 0.61422 , 1 , 1 , 0 
143 , 1357 , 0.848648 , 1 , 1 , 0 
142 , 7604 , 0.847221 , 1 , 1 , 0 
137 , 12612 , 0.764427 , 1 , 1 , 0 
142 , 1493 , 0.705543 , 1 , 1 , 0 
